,COUNTRYCODE,COUNTRY,GOV_MAX_SI_DAYS_FROM_T0,CLASS_COARSE,POPULATION,EPI_CONFIRMED,EPI_CONFIRMED_PER_10K,EPI_DEAD,EPI_DEAD_PER_10K,T0_POP,T0_1_DEAD,T0_5_DEAD,T0_10_DEAD,EPI_DURATION_FIRST_WAVE,MAX_SI,DEAD_FIRST_WAVE,DEAD_SECOND_WAVE,DEAD_PEAK_1,DEAD_PEAK_1_PER_10k,DEAD_PEAK_2,DEAD_PEAK_2_PER_10k,C1_SCHOOL_CLOSING_AT_T0,C2_WORKPLACE_CLOSING_AT_T0,C3_CANCEL_PUBLIC_EVENTS_AT_T0,C4_RESTRICTIONS_ON_GATHERINGS_AT_T0,C5_CLOSE_PUBLIC_TRANSPORT_AT_T0,C6_STAY_AT_HOME_REQUIREMENTS_AT_T0,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_AT_T0,C8_INTERNATIONAL_TRAVEL_CONTROLS_AT_T0,H2_TESTING_POLICY_AT_T0,H3_CONTACT_TRACING_AT_T0,SI_AT_T0,C1_SCHOOL_CLOSING_AT_PEAK_1,C2_WORKPLACE_CLOSING_AT_PEAK_1,C3_CANCEL_PUBLIC_EVENTS_AT_PEAK_1,C4_RESTRICTIONS_ON_GATHERINGS_AT_PEAK_1,C5_CLOSE_PUBLIC_TRANSPORT_AT_PEAK_1,C6_STAY_AT_HOME_REQUIREMENTS_AT_PEAK_1,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_AT_PEAK_1,C8_INTERNATIONAL_TRAVEL_CONTROLS_AT_PEAK_1,H2_TESTING_POLICY_AT_PEAK_1,H3_CONTACT_TRACING_AT_PEAK_1,SI_AT_PEAK_1,C1_SCHOOL_CLOSING_DAYS_TO_THRESHOLD,C2_WORKPLACE_CLOSING_DAYS_TO_THRESHOLD,C3_CANCEL_PUBLIC_EVENTS_DAYS_TO_THRESHOLD,C4_RESTRICTIONS_ON_GATHERINGS_DAYS_TO_THRESHOLD,C5_CLOSE_PUBLIC_TRANSPORT_DAYS_TO_THRESHOLD,C6_STAY_AT_HOME_REQUIREMENTS_DAYS_TO_THRESHOLD,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_DAYS_TO_THRESHOLD,C8_INTERNATIONAL_TRAVEL_CONTROLS_DAYS_TO_THRESHOLD,H2_TESTING_POLICY_DAYS_TO_THRESHOLD,H3_CONTACT_TRACING_DAYS_TO_THRESHOLD,SI_DAYS_TO_THRESHOLD,C1_SCHOOL_CLOSING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C2_WORKPLACE_CLOSING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C3_CANCEL_PUBLIC_EVENTS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C4_RESTRICTIONS_ON_GATHERINGS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C5_CLOSE_PUBLIC_TRANSPORT_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C6_STAY_AT_HOME_REQUIREMENTS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C8_INTERNATIONAL_TRAVEL_CONTROLS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,H2_TESTING_POLICY_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,H3_CONTACT_TRACING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,SI_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,GOV_MAX_SI_DAYS_FROM_T0_POP,CLASS
197,UZB,Uzbekistan,,EPI_FIRST_WAVE,33580650.0,61098.0,18.194406600229595,505.0,0.15038422424819056,2020-04-01,2020-03-29,2020-04-19,2020-05-04,210,96.3,"46357   NaN
46567   NaN
Name: dead, dtype: float64",,5.792344495133441,0.0017249054128295437,,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,90.74,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,69.44,-13,-8,-13,30,-13.0,-2,-5,-13,,-14.0,-5,91.0,48.0,211.0,34.0,86.0,141.0,83.0,95.0,0.0,211.0,73,30,2
198,VAT,Vatican City,,,,12.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
199,VCT,Saint Vincent and the Grenadines,,,110589.0,64.0,5.78719402472217,0.0,0.0,2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200,VEN,Venezuela,,EPI_FIRST_WAVE,28515829.0,83137.0,29.154684578870214,697.0,0.24442564864588015,2020-04-02,2020-03-27,2020-04-05,2020-04-22,199,87.04,"47002   NaN
47213   NaN
Name: dead, dtype: float64",,8.562225623753422,0.0030026220257364502,,,3.0,3.0,2.0,3.0,0.0,2.0,2.0,4.0,1.0,0.0,82.41,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,0.0,82.41,-11,-11,-15,47,87.0,-14,-14,-9,42.0,,-9,200.0,129.0,200.0,153.0,30.0,193.0,180.0,200.0,158.0,0.0,179,87,2
201,VGB,British Virgin Islands,,,30030.0,71.0,23.643023643023643,1.0,0.333000333000333,2020-03-27,2020-04-20,,,,79.63,,,,,,,3.0,3.0,2.0,4.0,0.0,3.0,0.0,4.0,2.0,2.0,72.22,,,,,,,,,,,,-32,-24,-35,-24,,-26,123,-28,74.0,-52.0,,,,,,,,,,,,,128,0
202,VIR,"Virgin Islands, U.S.",,EPI_FIRST_WAVE,106631.0,1327.0,124.44786225394117,20.0,1.8756271628325722,2020-03-24,2020-04-06,2020-05-12,2020-08-21,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
203,VNM,Vietnam,,EPI_SECOND_WAVE,96462106.0,1109.0,0.11496742565417346,35.0,0.0036283678069396496,2020-07-31,2020-08-01,2020-08-02,2020-08-07,62,96.3,,,,,,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,75.46,3.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,61.11,-185,-127,-175,-122,-126.0,-122,-170,-132,-114.0,-147.0,-126,63.0,26.0,63.0,21.0,28.0,21.0,63.0,34.0,16.0,49.0,25,-122,4
204,WRD,World,,EPI_FIRST_WAVE,,37568843.0,,1077508.0,,,2020-01-11,2020-01-21,2020-01-22,,,"47913   NaN
48052   NaN
Name: dead, dtype: float64",,6893.011929470313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205,XKO,Kosovo,,EPI_FIRST_WAVE,,16087.0,,635.0,,,2020-03-23,2020-04-08,2020-04-17,206,,"48191   NaN
48398   NaN
Name: dead, dtype: float64",,12.692034537829002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
206,YEM,Yemen,,EPI_FIRST_WAVE,29161922.0,2055.0,0.7046860628733593,596.0,0.20437610387957283,2020-05-20,2020-05-01,2020-05-07,2020-05-13,168,58.33,"48406   NaN
48574   NaN
Name: dead, dtype: float64",,9.723964098267707,0.0033344729809879152,,,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,58.33,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,58.33,-47,,-45,,,0,-1,-44,,,,169.0,0.0,90.0,0.0,0.0,50.0,74.0,169.0,0.0,0.0,0,0,2
207,ZAF,South Africa,,EPI_FIRST_WAVE,58558270.0,692471.0,118.2533227159887,17780.0,3.0362918849890885,2020-03-24,2020-03-27,2020-04-01,2020-04-06,206,87.96,"48595   NaN
48790   NaN
Name: dead, dtype: float64",,255.19280652403012,0.04357929401330165,,,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,87.96,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,80.56,-9,-1,-11,144,,-1,-1,-1,35.0,-20.0,-1,82.0,36.0,188.0,33.0,0.0,146.0,145.0,187.0,151.0,206.0,111,-1,2
208,ZMB,Zambia,,EPI_FIRST_WAVE,17861030.0,15458.0,8.65459606752802,336.0,0.18811905024514264,2020-04-29,2020-04-03,2020-05-10,2020-06-09,183,70.83,"48811   NaN
49013   NaN
Name: dead, dtype: float64",,6.367357402801328,0.003564944128530845,,,3.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,47.22,2.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,50.93,-14,29,12,12,,12,11,-7,,-8.0,,59.0,6.0,23.0,31.0,0.0,23.0,24.0,29.0,0.0,184.0,0,29,2
209,ZWE,Zimbabwe,,EPI_FIRST_WAVE,14645468.0,8011.0,5.469951523570295,230.0,0.15704516919500286,2020-05-28,2020-03-24,2020-06-21,2020-07-10,192,87.96,"49022   NaN
49213   NaN
Name: dead, dtype: float64",,4.696258526091395,0.003206629194841295,,,3.0,0.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,56.48,3.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,80.56,0,6,-7,,,6,6,-1,,,6,141.0,67.0,193.0,0.0,0.0,140.0,187.0,193.0,0.0,0.0,121,6,2
